keyword,intent,niche,url_count,total_sessions,avg_sessions,total_clicks,avg_ctr,potential,best_url,best_clicks
garden waterfall ideas,room-ideas,Garden/Outdoor,1,115,115,28,24.35,12.62,moonlightyard.com/garden-waterfall-ideas/,28
rose cake ideas,food-baking,Food/Recipe,1,8,8,1,12.5,12.54,sugardawn.com/rose-cake-ideas/,1
rug on wall ideas,product-specific,Home Decor,1,8,8,1,12.5,12.54,sugardawn.com/rug-on-wall-ideas/,1
creamy buffalo chicken dip,food-recipe,Food/Recipe,1,8,8,1,12.5,12.54,tastybolt.com/creamy-buffalo-chicken-dip/,1
slow cooker chicken wings,food-recipe,Food/Recipe,1,8,8,1,12.5,12.54,tastymatrix.com/slow-cooker-chicken-wings/,1
dairy free dinner recipes,food-recipe,Food/Recipe,1,8,8,1,12.5,12.54,tastywolf.com/dairy-free-dinner-recipes/,1
bedroom window treatments,product-specific,Home Decor,1,29,29,9,31.03,12.53,curtainza.com/bedroom-window-treatments/,9
star wars birthday cake,food-baking,Food/Recipe,1,102,102,6,5.88,12.44,rosabake.com/star-wars-birthday-cake/,6
best chrome spray paint,general,Other,1,194,194,38,19.59,12.26,homeypaint.com/best-chrome-spray-paint/,38
healthy indian recipes low calories,food-recipe,Food/Recipe,1,24,24,2,8.33,12.24,storyriddles.com/healthy-indian-recipes-low-calories/,2
small tattoo cover up ideas,tattoo,Tattoo,1,37,37,2,5.41,12.23,shadowlinetattoos.com/small-tattoo-cover-up-ideas/,2
mirror table decor wedding centerpiece ideas,wedding-event,Wedding/Craft,1,9,9,4,44.44,12.15,mirrorahome.com/mirror-table-decor-wedding-centerpiece-ideas/,4
apartment remodel ideas,room-ideas,Home Decor,1,40,40,12,30,12.14,artevohome.com/apartment-remodel-ideas/,12
front yard privacy ideas,room-ideas,Garden/Outdoor,1,54,54,15,27.78,12.14,yardolio.com/front-yard-privacy-ideas/,15
rugs that go with sea salt paint,product-specific,Home Decor,1,40,40,11,27.5,12.12,rugsora.com/rugs-that-go-with-sea-salt-paint/,11
basement pole wrap ideas,diy-craft,Home Decor,1,15,15,2,13.33,12.11,stylekitcheny.com/basement-pole-wrap-ideas/,2
kiwi bird,general,Other,1,48,48,2,4.17,12.1,avianenthusiast.com/kiwi-bird/,2
lemon sauce for chicken,food-recipe,Food/Recipe,1,43,43,3,6.98,12.06,mealwish.work/lemon-sauce-for-chicken/,3
healthy mexican dinner recipes,food-recipe,Food/Recipe,1,43,43,3,6.98,12.06,mexifork.com/healthy-mexican-dinner-recipes/,3
furniture bedroom ideas 8f9g6kqzwr,room-ideas,Home Decor,1,13,13,5,38.46,12.05,craftboom.work/furniture-bedroom-ideas-8f9g6kqzwr/,5
home bar with pirate decor,room-ideas,Home Decor,1,13,13,5,38.46,12.05,terrapurely.com/home-bar-with-pirate-decor/,5
long hairstyle updo ideas,hair-beauty,Hair/Beauty,1,31,31,1,3.23,11.97,hairflowy.com/long-hairstyle-updo-ideas/,1
winnie the pooh cake ideas,food-baking,Food/Recipe,1,108,108,6,5.56,11.91,rosabake.com/winnie-the-pooh-cake-ideas/,6
healthy low fodmap recipes,food-recipe,Food/Recipe,1,25,25,2,8,11.9,lolpuns.com/healthy-low-fodmap-recipes/,2
healthy low carb smoothie recipes,food-recipe,Food/Recipe,1,44,44,3,6.82,11.85,blendvera.com/healthy-low-carb-smoothie-recipes/,3
ram 1500 mods,general,Other,1,57,57,14,24.56,11.84,drivecruise.com/ram-1500-mods/,14
easy junk journal ideas,diy-craft,Wedding/Craft,1,147,147,22,14.97,11.84,diyvera.com/easy-junk-journal-ideas/,22
orchid trellis ideas,product-specific,Garden/Outdoor,1,66,66,17,25.76,11.81,floramood.com/orchid-trellis-ideas/,17
egret bird,general,Other,1,19,19,1,5.26,11.75,avianenthusiast.com/egret-bird/,1
service stabilitrak light meaning and how to reset it,general,Other,1,19,19,1,5.26,11.75,autorepairlebanontn.com/service-stabilitrak-light-meaning-and-how-to-reset-it/,1
beads curtain ideas,product-specific,Home Decor,1,5,5,1,20,11.75,cozykitchenia.com/beads-curtain-ideas/,1
best jello shot recipes,food-recipe,Food/Recipe,1,9,9,1,11.11,11.68,cookdle.com/best-jello-shot-recipes/,1
rainbow cake pops,food-baking,Food/Recipe,1,9,9,1,11.11,11.68,sugardawn.com/rainbow-cake-pops/,1
orange chicken recipe healthy,food-recipe,Food/Recipe,1,9,9,1,11.11,11.68,tastywolf.com/orange-chicken-recipe-healthy/,1
keto flaxseed recipes,food-recipe,Food/Recipe,1,9,9,1,11.11,11.68,dinnerlylife.com/keto-flaxseed-recipes/,1
boneless pork chop recipes bbq,food-recipe,Food/Recipe,1,9,9,1,11.11,11.68,firesmokers.com/boneless-pork-chop-recipes-bbq/,1
pellet grill seafood recipes,food-recipe,Food/Recipe,1,9,9,1,11.11,11.68,seaavor.com/pellet-grill-seafood-recipes/,1
fancy dessert recipes,food-baking,Food/Recipe,1,9,9,1,11.11,11.68,steaknjoy.com/fancy-dessert-recipes/,1
mediterranean salad in a jar recipes,food-recipe,Food/Recipe,1,9,9,1,11.11,11.68,medtasto.com/mediterranean-salad-in-a-jar-recipes/,1
beet juice smoothie recipes,food-recipe,Food/Recipe,1,9,9,1,11.11,11.68,blendvera.com/beet-juice-smoothie-recipes/,1
quick and easy dinner recipes for kids,food-recipe,Food/Recipe,1,9,9,1,11.11,11.68,fastcooky.com/quick-and-easy-dinner-recipes-for-kids/,1
pampered chef muffin pan recipes,food-recipe,Food/Recipe,1,9,9,1,11.11,11.68,muffinora.com/pampered-chef-muffin-pan-recipes/,1
vanity organization ideas,room-ideas,Home Decor,1,129,129,26,20.16,11.65,organizaspace.com/vanity-organization-ideas/,26
mother of the bride hairstyles,hair-beauty,Hair/Beauty,1,136,136,3,2.21,11.63,hairflowy.com/mother-of-the-bride-hairstyles/,3
types of pants for women with names,outfit-style,Styling,1,40,40,9,22.5,11.58,femshades.com/types-of-pants-for-women-with-names/,9
beast blender smoothie recipes,food-recipe,Food/Recipe,1,26,26,2,7.69,11.57,blendvera.com/beast-blender-smoothie-recipes/,2
vampire turn someone,pop-culture,Other,1,51,51,2,3.92,11.55,spiritualwayfarer.com/how-does-a-vampire-turn-someone/,2
wedding arch ideas,product-specific,Wedding/Craft,1,41,41,8,19.51,11.54,marryza.com/wedding-arch-ideas/,8
astronaut cake birthday,food-baking,Food/Recipe,1,67,67,4,5.97,11.5,lilidessert.com/astronaut-cake-birthday/,4
rv storage ideas,room-ideas,Home Decor,2,281,141,55,19.57,11.5,organizaspace.com/rv-storage-ideas/,35
healthy dinner recipes low carb high protein comfort foods,food-recipe,Food/Recipe,1,46,46,3,6.52,11.46,primejokes.com/healthy-dinner-recipes-low-carb-high-protein-comfort-foods/,3
clothes drawer organization,product-specific,Home Decor,1,28,28,8,28.57,11.42,organizaspace.com/clothes-drawer-organization/,8
mini bathroom ideas,room-ideas,Home Decor,1,33,33,9,27.27,11.41,lunarosedecor.com/mini-bathroom-ideas/,9
vintage quilts patterns,diy-craft,Wedding/Craft,1,33,33,9,27.27,11.41,retrofyra.com/vintage-quilts-patterns/,9
91h mean on a tire,general,Other,1,20,20,1,5,11.35,jordistireshop.com/what-does-91h-mean-on-a-tire/,1
outfit ideas for interview for women,outfit-style,Styling,1,117,117,20,17.09,11.3,hervoguelife.com/outfit-ideas-for-interview-for-women/,20
bathroom window curtain ideas,product-specific,Home Decor,1,44,44,11,25,11.3,curtainza.com/bathroom-window-curtain-ideas/,11
minecraft cake ideas,food-baking,Food/Recipe,1,140,140,7,5,11.29,rosabake.com/minecraft-cake-ideas/,7
best automotive paint remover,general,Other,1,91,91,19,20.88,11.21,homeypaint.com/best-automotive-paint-remover/,19
keto diet recipes,food-recipe,Food/Recipe,2,36,18,3,8.33,11.19,bakejoys.com/keto-diet-recipes/,3
outfit ideas for pear shaped women,outfit-style,Styling,1,104,104,18,17.31,11.17,hervoguelife.com/outfit-ideas-for-pear-shaped-women/,18
living room wall paneling ideas,room-ideas,Home Decor,1,9,9,4,44.44,11.15,lawnoria.com/living-room-wall-paneling-ideas/,4
living room window,product-specific,Home Decor,1,29,29,8,27.59,11.14,curtainza.com/living-room-window/,8
small kitchen table ideas,product-specific,Home Decor,1,17,17,2,11.76,11.14,stylekitcheny.com/small-kitchen-table-ideas/,2
barbie birthday cake,food-baking,Food/Recipe,2,140,70,8,5.71,11.11,lunapastry.com/barbie-birthday-cake/,7
chicken meals for big family,food-recipe,Food/Recipe,1,48,48,3,6.25,11.1,pepperspraymum.com/chicken-meals-for-big-family/,3
black and wood bedroom decor,room-ideas,Home Decor,1,80,80,17,21.25,11.08,woodlyloom.com/black-and-wood-bedroom-decor/,17
window valance ideas,product-specific,Home Decor,1,228,228,39,17.11,11.04,curtainza.com/window-valance-ideas/,39
juice shots recipes for inflammation,food-recipe,Food/Recipe,1,28,28,2,7.14,10.97,goteamnames.com/juice-shots-recipes-for-inflammation/,2
gift card book ideas,diy-craft,Wedding/Craft,1,67,67,11,16.42,10.97,lovorae.com/gift-card-book-ideas/,11
bundt cake decorating ideas,food-baking,Food/Recipe,1,95,95,5,5.26,10.96,cozyslice.com/bundt-cake-decorating-ideas/,5
wedding cake table,product-specific,Wedding/Craft,2,166,83,9,5.42,10.96,eraflavor.com/wedding-cake-table/,6
anime birthday cake,food-baking,Food/Recipe,1,10,10,1,10,10.94,sugardawn.com/anime-birthday-cake/,1
new baby meals for family,food-recipe,Food/Recipe,1,10,10,1,10,10.94,pepperspraymum.com/new-baby-meals-for-family/,1
toddler dinner recipes,food-recipe,Food/Recipe,1,10,10,1,10,10.94,freshdairyfree.com/toddler-dinner-recipes/,1
keto coffee ice cream recipes,food-recipe,Food/Recipe,1,10,10,1,10,10.94,punsfordays.com/keto-coffee-ice-cream-recipes/,1
vegan richa recipes,food-recipe,Food/Recipe,1,10,10,1,10,10.94,dinnerlylife.com/vegan-richa-recipes/,1
canned pumpkin pie filling recipes desserts,food-baking,Food/Recipe,1,10,10,1,10,10.94,piejourney.com/canned-pumpkin-pie-filling-recipes-desserts/,1
high protein vegetarian snack recipes,food-recipe,Food/Recipe,1,10,10,1,10,10.94,veggiekitchenly.com/high-protein-vegetarian-snack-recipes/,1
vegan gluten free muffin recipes,food-baking,Food/Recipe,1,10,10,1,10,10.94,muffinora.com/vegan-gluten-free-muffin-recipes/,1
roblox cake boys,pop-culture,Food/Recipe,1,49,49,3,6.12,10.93,sugardawn.com/roblox-cake-boys/,3
mexican pinto bean recipes,food-recipe,Food/Recipe,1,73,73,4,5.48,10.77,mexifork.com/mexican-pinto-bean-recipes/,4
minimalist fence,product-specific,Garden/Outdoor,1,21,21,6,28.57,10.74,minimalura.com/minimalist-fence/,6
chocolate wedding favors,wedding-event,Wedding/Craft,1,11,11,3,27.27,10.73,marrivon.com/chocolate-wedding-favors/,3
kitchen sink ideas,product-specific,Kitchen,2,36,18,4,11.11,10.72,cozykitchenia.com/kitchen-sink-ideas/,2
metal plate rack ideas wall decor,product-specific,Home Decor,1,36,36,9,25,10.72,metacraftera.com/metal-plate-rack-ideas-wall-decor/,9
heart healthy juice recipes,food-recipe,Food/Recipe,1,29,29,2,6.9,10.71,goteamnames.com/heart-healthy-juice-recipes/,2
essiac tea recipe,food-recipe,Food/Recipe,1,29,29,2,6.9,10.71,roaffee.com/essiac-tea-recipe/,2
kitchen cabinet hardware ideas,product-specific,Kitchen,1,18,18,6,33.33,10.7,lawnoria.com/kitchen-cabinet-hardware-ideas/,6
beet powder smoothie recipes,food-recipe,Food/Recipe,1,150,150,7,4.67,10.69,blendvera.com/beet-powder-smoothie-recipes/,7
indian wedding guest outfit ideas,outfit-style,Styling,1,38,38,7,18.42,10.68,chicceremony.com/indian-wedding-guest-outfit-ideas/,7
skin care for black women skincare,hair-beauty,Hair/Beauty,1,95,95,16,16.84,10.65,hervoguelife.com/skin-care-for-black-women-skincare/,16
winter bridal shower outfit for women,outfit-style,Styling,1,9,9,3,33.33,10.64,ivystyling.com/winter-bridal-shower-outfit-for-women/,3
kitchen cabinet decor ideas,room-ideas,Home Decor,1,6,6,1,16.67,10.63,cozykitchenia.com/above-kitchen-cabinet-decor-ideas/,1
farmhouse kitchen,room-ideas,Home Decor,1,6,6,1,16.67,10.63,cozykitchenia.com/farmhouse-kitchen/,1
kitchen hutch ideas,product-specific,Kitchen,1,6,6,1,16.67,10.63,bohozora.com/kitchen-hutch-ideas/,1
herbalife tea recipes with pineapple liftoff,food-recipe,Food/Recipe,1,51,51,3,5.88,10.6,tealeafcup.com/herbalife-tea-recipes-with-pineapple-liftoff/,3
modern farmhouse wall decor living room,product-specific,Home Decor,1,7,7,3,42.86,10.58,namidecor.com/modern-farmhouse-wall-decor-living-room/,3
beach bridal shower ideas,wedding-event,Wedding/Craft,1,39,39,7,17.95,10.48,eloralove.com/beach-bridal-shower-ideas/,7
boho office,room-ideas,Home Decor,1,21,21,6,28.57,10.48,cozyofficedecor.com/boho-office/,6
cherry wood office decor ideas,room-ideas,Home Decor,1,21,21,6,28.57,10.48,woodlyloom.com/cherry-wood-office-decor-ideas/,6
fairytale wedding cake,food-baking,Food/Recipe,1,76,76,4,5.26,10.43,lilidessert.com/fairytale-wedding-cake/,4
baby shower cake designs,food-baking,Food/Recipe,1,76,76,4,5.26,10.43,rosabake.com/baby-shower-cake-designs/,4
jewish tattoo ideas,tattoo,Tattoo,1,46,46,2,4.35,10.41,shadowlinetattoos.com/jewish-tattoo-ideas/,2
illustrated journal ideas,diy-craft,Wedding/Craft,1,72,72,11,15.28,10.38,diyvera.com/illustrated-journal-ideas/,11
outdoor patio curtains ideas,product-specific,Garden/Outdoor,1,11,11,1,9.09,10.31,cooksonic.com/outdoor-patio-curtains-ideas/,1
light blue birthday cake,food-baking,Food/Recipe,1,11,11,1,9.09,10.31,cozyslice.com/light-blue-birthday-cake/,1
crockpot chicken recipes dairy free,food-recipe,Food/Recipe,1,11,11,1,9.09,10.31,tastymatrix.com/crockpot-chicken-recipes-dairy-free/,1
ground beef dip recipes,food-recipe,Food/Recipe,1,11,11,1,9.09,10.31,healthybaat.com/ground-beef-dip-recipes/,1
herbalife tea recipes with liftoff and beauty booster,food-recipe,Food/Recipe,1,11,11,1,9.09,10.31,tealeafcup.com/herbalife-tea-recipes-with-liftoff-and-beauty-booster/,1
azul marino combinacion outfit,outfit-style,Styling,1,54,54,10,18.52,10.29,stylingfox.com/azul-marino-combinacion-outfit/,10
fake fireplace,product-specific,Home Decor,1,88,88,17,19.32,10.29,firesidea.com/fake-fireplace/,17
healthy snack mix recipes,food-recipe,Food/Recipe,1,130,130,6,4.62,10.28,snackomi.com/healthy-snack-mix-recipes/,6
fireplace art,product-specific,Home Decor,1,50,50,11,22,10.27,firesidea.com/fireplace-art/,11
funny cake designs,food-baking,Food/Recipe,1,188,188,8,4.26,10.19,doughora.com/funny-cake-designs/,8
raven tattoo ideas,tattoo,Tattoo,1,18,18,1,5.56,10.18,shadowlinetattoos.com/raven-tattoo-ideas/,1
first tattoo ideas for men forearm,tattoo,Tattoo,1,18,18,1,5.56,10.18,gentedge.com/first-tattoo-ideas-for-men-forearm/,1
vegan high volume low calorie recipes,food-recipe,Food/Recipe,1,54,54,3,5.56,10.17,amazingteamnames.com/vegan-high-volume-low-calorie-recipes/,3
bbq outside ideas backyards,room-ideas,Garden/Outdoor,1,54,54,3,5.56,10.17,grillerhood.com/bbq-outside-ideas-backyards/,3
corner shelf ideas living room,product-specific,Home Decor,1,33,33,8,24.24,10.15,lylastudio.com/corner-shelf-ideas-living-room/,8
wall with mirror decor ideas,product-specific,Home Decor,1,22,22,6,27.27,10.15,mirrorahome.com/wall-with-mirror-decor-ideas/,6
vintage cottage kitchen,room-ideas,Home Decor,1,39,39,9,23.08,10.11,retrofyra.com/vintage-cottage-kitchen/,9
asian hair color ideas,hair-beauty,Hair/Beauty,1,39,39,1,2.56,10.1,hairflowy.com/asian-hair-color-ideas/,1
bohemian massage room ideas,room-ideas,Home Decor,1,107,107,7,6.54,10.04,bohozora.com/bohemian-massage-room-ideas/,7
bifold bathroom door ideas,product-specific,Home Decor,1,91,91,17,18.68,10.03,celenastudio.com/bifold-bathroom-door-ideas/,17
keto ground chicken recipes,food-recipe,Food/Recipe,1,55,55,3,5.45,10.01,popularteamnames.com/keto-ground-chicken-recipes/,3
living room ottoman ideas,product-specific,Home Decor,1,28,28,7,25,9.99,balcivo.com/living-room-ottoman-ideas/,7
guest room with daybed,room-ideas,Home Decor,1,114,114,22,19.3,9.98,lodgvia.com/guest-room-with-daybed/,22
10 year anniversary gift ideas for him,general,Lifestyle,1,10,10,3,30,9.97,hugnify.com/blogs/news/10-year-anniversary-gift-ideas-for-him,3
minimalist kitchen essentials,product-specific,Kitchen,1,18,18,5,27.78,9.95,minimalura.com/minimalist-kitchen-essentials/,5
recipes with mexican crema,food-recipe,Food/Recipe,1,56,56,3,5.36,9.89,mexifork.com/recipes-with-mexican-crema/,3
korean skincare products for oily skin,hair-beauty,Hair/Beauty,1,65,65,11,16.92,9.83,femshades.com/korean-skincare-products-for-oily-skin/,11
heart beat tattoo,tattoo,Tattoo,1,19,19,1,5.26,9.8,tattooradar.com/heart-beat-tattoo/,1
group tattoo ideas,tattoo,Tattoo,1,19,19,1,5.26,9.8,shadowlinetattoos.com/group-tattoo-ideas/,1
redo bathroom vanity,room-ideas,Home Decor,1,8,8,3,37.5,9.78,craftboom.work/redo-bathroom-vanity/,3
chinese dessert recipes,food-baking,Food/Recipe,1,110,110,5,4.55,9.78,easybreakfastly.com/chinese-dessert-recipes/,5
aloha cake ideas,food-baking,Food/Recipe,1,27,27,5,18.52,9.77,eloralove.com/aloha-cake-ideas/,5
tiny guest room ideas,room-ideas,Home Decor,1,31,31,8,25.81,9.75,lodgvia.com/tiny-guest-room-ideas/,8
high protein low carb hamburger recipes,food-recipe,Food/Recipe,1,12,12,1,8.33,9.75,primejokes.com/high-protein-low-carb-hamburger-recipes/,1
keto canning recipes,food-recipe,Food/Recipe,1,12,12,1,8.33,9.75,punsfordays.com/keto-canning-recipes/,1
vegan polish recipes,food-recipe,Food/Recipe,1,12,12,1,8.33,9.75,dinnerlylife.com/vegan-polish-recipes/,1
asian pork shoulder recipes,food-recipe,Food/Recipe,1,12,12,1,8.33,9.75,porkydish.com/asian-pork-shoulder-recipes/,1
sous vide recipes seafood,food-recipe,Food/Recipe,1,12,12,1,8.33,9.75,seaavor.com/sous-vide-recipes-seafood/,1
quick and easy snack recipes 3 ingredients,food-recipe,Food/Recipe,1,12,12,1,8.33,9.75,snackomi.com/quick-and-easy-snack-recipes-3-ingredients/,1
engagement party cake,wedding-event,Wedding/Craft,1,12,12,1,8.33,9.75,doughora.com/engagement-party-cake/,1
small kitchen island ideas,product-specific,Home Decor,1,7,7,1,14.29,9.74,stylekitcheny.com/small-kitchen-island-ideas/,1
buddha backyard ideas,room-ideas,Garden/Outdoor,1,131,131,22,16.79,9.73,organizaspace.com/buddha-backyard-ideas/,22
corner lighting,product-specific,Home Decor,1,35,35,8,22.86,9.72,lampenza.com/corner-lighting/,8
wedding guest book,product-specific,Wedding/Craft,1,231,231,26,11.26,9.71,marryza.com/wedding-guest-book/,26
glass vases decor ideas centerpieces,product-specific,Home Decor,1,13,13,4,30.77,9.64,glassoraa.com/glass-vases-decor-ideas-centerpieces/,4
ideas for tea party decorations,room-ideas,Wedding/Craft,1,85,85,4,4.71,9.58,steepbean.com/ideas-for-tea-party-decorations/,4
high tea menu ideas,food-recipe,Food/Recipe,1,1459,1459,42,2.88,9.58,brewnora.com/high-tea-menu-ideas/,42
small bedroom shelving ideas,product-specific,Home Decor,1,42,42,9,21.43,9.57,josiedecor.com/small-bedroom-shelving-ideas/,9
panelling hallway,product-specific,Home Decor,1,4,4,2,50,9.55,entryzo.com/panelling-hallway/,2
white couch pillows ideas,product-specific,Home Decor,1,4,4,2,50,9.55,pillovio.com/white-couch-pillows-ideas/,2
small shared kids bedroom,room-ideas,Home Decor,1,90,90,16,17.78,9.52,kidlura.com/small-shared-kids-bedroom/,16
enclosed porch curtain ideas,product-specific,Home Decor,1,30,30,7,23.33,9.51,homenory.com/enclosed-porch-curtain-ideas/,7
leopard print bedroom ideas,room-ideas,Home Decor,1,49,49,10,20.41,9.48,ivyrosedecor.com/leopard-print-bedroom-ideas/,10
vegan salad dressing recipes,food-recipe,Food/Recipe,1,86,86,4,4.65,9.48,eatveganly.com/vegan-salad-dressing-recipes/,4
schar gluten free puff pastry recipes,food-baking,Food/Recipe,1,115,115,5,4.35,9.44,storyriddles.com/schar-gluten-free-puff-pastry-recipes/,5
small business food ideas,general,Food/Recipe,1,240,240,9,3.75,9.39,vinainvesting.com/small-business-food-ideas/,9
tea bar ideas,room-ideas,Home Decor,1,60,60,3,5,9.38,brewnora.com/tea-bar-ideas/,3
pool fence ideas,product-specific,Garden/Outdoor,1,89,89,17,19.1,9.37,artevohome.com/pool-fence-ideas/,17
singers tea recipe,food-recipe,Food/Recipe,1,35,35,2,5.71,9.34,roaffee.com/singers-tea-recipe/,2
wedding shower favors,product-specific,Wedding/Craft,1,37,37,6,16.22,9.34,marrivon.com/wedding-shower-favors/,6
outdoor kitchen backsplash ideas,room-ideas,Kitchen,1,22,22,2,9.09,9.34,bohozora.com/outdoor-kitchen-backsplash-ideas/,2
